time,time_fmt,open,high,low,close,vwap,volume,count
1587770040,2020-04-24 23:14:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587770100,2020-04-24 23:15:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587770160,2020-04-24 23:16:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587770220,2020-04-24 23:17:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587770340,2020-04-24 23:19:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587770400,2020-04-24 23:20:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587770460,2020-04-24 23:21:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587770520,2020-04-24 23:22:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587770640,2020-04-24 23:24:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587770700,2020-04-24 23:25:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587770820,2020-04-24 23:27:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587770880,2020-04-24 23:28:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587770940,2020-04-24 23:29:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587771000,2020-04-24 23:30:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587771060,2020-04-24 23:31:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587771300,2020-04-24 23:35:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587771360,2020-04-24 23:36:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587771480,2020-04-24 23:38:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587771540,2020-04-24 23:39:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587771660,2020-04-24 23:41:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587771720,2020-04-24 23:42:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587771840,2020-04-24 23:44:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587771900,2020-04-24 23:45:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587771960,2020-04-24 23:46:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587772020,2020-04-24 23:47:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587772260,2020-04-24 23:51:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587772320,2020-04-24 23:52:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587772500,2020-04-24 23:55:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587772560,2020-04-24 23:56:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587772680,2020-04-24 23:58:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587772740,2020-04-24 23:59:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587772800,2020-04-25 00:00:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
1587772920,2020-04-25 00:02:00+00:00,0.571128,0.571128,0.571128,0.571128,0.000000,0.00000000,0
