time,time_fmt,open,high,low,close,vwap,volume,count
1587769800,2020-04-24 23:10:00+00:00,238.5,238.6,238.5,238.6,238.5,10.00000000,2
1587769860,2020-04-24 23:11:00+00:00,238.6,238.6,238.6,238.6,0.0,0.00000000,0
1587769920,2020-04-24 23:12:00+00:00,238.6,238.6,238.6,238.6,0.0,0.00000000,0
1587769980,2020-04-24 23:13:00+00:00,238.4,238.4,238.1,238.1,238.2,10.00000000,6
1587770040,2020-04-24 23:14:00+00:00,238.1,238.5,238.1,238.5,238.5,1.10000000,2
1587770100,2020-04-24 23:15:00+00:00,238.6,238.6,238.6,238.6,238.6,9.16914142,2
1587770160,2020-04-24 23:16:00+00:00,238.6,238.6,238.5,238.5,238.5,0.90982683,1
1587770220,2020-04-24 23:17:00+00:00,238.5,238.5,238.5,238.5,238.5,7.49615877,10
1587770280,2020-04-24 23:18:00+00:00,238.5,238.5,238.5,238.5,0.0,0.00000000,0
1587770340,2020-04-24 23:19:00+00:00,238.3,238.3,238.3,238.3,238.3,25.40900000,3
1587770400,2020-04-24 23:20:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587770460,2020-04-24 23:21:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587770520,2020-04-24 23:22:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587770580,2020-04-24 23:23:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587770640,2020-04-24 23:24:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587770700,2020-04-24 23:25:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587770760,2020-04-24 23:26:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587770820,2020-04-24 23:27:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587770880,2020-04-24 23:28:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587770940,2020-04-24 23:29:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587771000,2020-04-24 23:30:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587771060,2020-04-24 23:31:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587771120,2020-04-24 23:32:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587771180,2020-04-24 23:33:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587771240,2020-04-24 23:34:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587771300,2020-04-24 23:35:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587771360,2020-04-24 23:36:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587771420,2020-04-24 23:37:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587771480,2020-04-24 23:38:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587771540,2020-04-24 23:39:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587771600,2020-04-24 23:40:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587771660,2020-04-24 23:41:00+00:00,237.9,237.9,237.7,237.7,237.8,0.00230000,4
1587771720,2020-04-24 23:42:00+00:00,237.7,237.7,237.7,237.7,237.7,0.00030000,3
1587771780,2020-04-24 23:43:00+00:00,237.7,237.7,237.7,237.7,0.0,0.00000000,0
1587771840,2020-04-24 23:44:00+00:00,237.8,237.8,237.8,237.8,237.8,0.00010000,1
1587771900,2020-04-24 23:45:00+00:00,237.8,238.4,237.8,238.3,238.3,10.46978441,3
1587771960,2020-04-24 23:46:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587772020,2020-04-24 23:47:00+00:00,238.3,238.3,238.3,238.3,0.0,0.00000000,0
1587772080,2020-04-24 23:48:00+00:00,238.1,238.3,238.0,238.1,238.2,2.50050000,7
1587772140,2020-04-24 23:49:00+00:00,238.0,238.3,238.0,238.1,238.1,0.00070000,7
1587772200,2020-04-24 23:50:00+00:00,238.1,238.1,238.1,238.1,0.0,0.00000000,0
1587772260,2020-04-24 23:51:00+00:00,238.1,238.1,238.1,238.1,0.0,0.00000000,0
1587772320,2020-04-24 23:52:00+00:00,238.1,238.1,238.1,238.1,0.0,0.00000000,0
1587772380,2020-04-24 23:53:00+00:00,238.1,238.1,238.1,238.1,0.0,0.00000000,0
1587772440,2020-04-24 23:54:00+00:00,238.1,238.1,238.1,238.1,0.0,0.00000000,0
1587772500,2020-04-24 23:55:00+00:00,238.1,238.1,237.9,237.9,238.0,0.00210000,2
